Train_No,Origin_Station,Destination_Station,Total_Distance,Number_of_Stops,Journey_Duration_Hours
98015,CST-MUMBAI,PANVEL,49.0,0,1.28
98016,PANVEL,CST-MUMBAI,49.0,0,1.3
98017,CST-MUMBAI,PANVEL,49.0,0,1.28
98018,PANVEL,MUMBAI VADAL,39.0,0,1.0
98019,CST-MUMBAI,PANVEL,49.0,0,1.28
98020,PANVEL,CST-MUMBAI,49.0,0,1.3
98021,VASHI,PANVEL,20.0,0,0.5
98022,PANVEL,CST-MUMBAI,49.0,0,1.3
98023,CST-MUMBAI,PANVEL,49.0,0,1.28
98024,PANVEL,CST-MUMBAI,49.0,0,1.28
98025,CST-MUMBAI,PANVEL,49.0,0,1.28
98026,PANVEL,MUMBAI VADAL,39.0,0,0.98
98027,CST-MUMBAI,PANVEL,49.0,0,1.28
98028,PANVEL,CST-MUMBAI,49.0,0,1.28
98029,CST-MUMBAI,PANVEL,49.0,0,1.28
98030,PANVEL,CST-MUMBAI,49.0,0,1.28
98031,MUMBAI VADAL,PANVEL,39.0,0,1.03
98032,PANVEL,MUMBAI VADAL,39.0,0,0.98
98033,CST-MUMBAI,PANVEL,49.0,0,1.28
98034,PANVEL,CST-MUMBAI,49.0,0,1.28
98035,CST-MUMBAI,PANVEL,49.0,0,1.3
98036,PANVEL,CST-MUMBAI,49.0,0,1.28
98037,CST-MUMBAI,PANVEL,49.0,0,1.33
98038,PANVEL,CST-MUMBAI,49.0,0,1.28
98039,CST-MUMBAI,PANVEL,49.0,0,1.28
98040,PANVEL,MUMBAI VADAL,39.0,0,0.98
98041,CST-MUMBAI,PANVEL,49.0,0,1.28
98042,PANVEL,CST-MUMBAI,49.0,0,1.28
98043,CST-MUMBAI,PANVEL,49.0,0,1.28
98044,PANVEL,CST-MUMBAI,49.0,0,1.3
98045,CST-MUMBAI,PANVEL,49.0,0,1.28
98046,PANVEL,CST-MUMBAI,49.0,0,1.3
98047,CST-MUMBAI,PANVEL,49.0,0,1.28
98048,PANVEL,CST-MUMBAI,49.0,0,1.28
98049,CST-MUMBAI,PANVEL,49.0,0,1.28
98050,PANVEL,CST-MUMBAI,49.0,0,1.28
98051,MUMBAI VADAL,PANVEL,39.0,0,0.98
98052,PANVEL,CST-MUMBAI,49.0,0,1.28
98053,CST-MUMBAI,PANVEL,49.0,0,1.28
98054,PANVEL,CST-MUMBAI,49.0,0,1.28
98055,CST-MUMBAI,PANVEL,49.0,0,1.3
98056,PANVEL,CST-MUMBAI,49.0,0,1.32
98057,CST-MUMBAI,PANVEL,49.0,0,1.3
98058,PANVEL,CST-MUMBAI,49.0,0,1.28
98059,CST-MUMBAI,PANVEL,49.0,0,1.28
98060,PANVEL,CST-MUMBAI,49.0,0,1.28
98061,CST-MUMBAI,PANVEL,49.0,0,1.28
98062,PANVEL,CST-MUMBAI,49.0,0,1.28
98063,CST-MUMBAI,PANVEL,49.0,0,1.3
98064,PANVEL,CST-MUMBAI,49.0,0,1.28
98065,CST-MUMBAI,PANVEL,49.0,0,1.28
98066,PANVEL,CST-MUMBAI,49.0,0,1.3
98067,CST-MUMBAI,PANVEL,49.0,0,1.28
98068,PANVEL,CST-MUMBAI,49.0,0,1.28
98069,CST-MUMBAI,PANVEL,49.0,0,1.28
98070,PANVEL,CST-MUMBAI,49.0,0,1.28
98071,CST-MUMBAI,PANVEL,49.0,0,1.28
98072,PANVEL,CST-MUMBAI,49.0,0,1.28
98073,CST-MUMBAI,PANVEL,49.0,0,1.28
98074,PANVEL,CST-MUMBAI,49.0,0,1.28
98075,CST-MUMBAI,PANVEL,49.0,0,1.33
98076,PANVEL,CST-MUMBAI,49.0,0,1.28
98077,CST-MUMBAI,PANVEL,49.0,0,1.28
98078,PANVEL,CST-MUMBAI,49.0,0,1.35
98079,CST-MUMBAI,PANVEL,49.0,0,1.28
98080,PANVEL,CST-MUMBAI,49.0,0,1.33
98081,CST-MUMBAI,PANVEL,49.0,0,1.28
98082,PANVEL,CST-MUMBAI,49.0,0,1.3
98083,MUMBAI VADAL,PANVEL,39.0,0,1.0
98084,PANVEL,CST-MUMBAI,49.0,0,1.3
98085,CST-MUMBAI,PANVEL,49.0,0,1.28
98087,CST-MUMBAI,PANVEL,49.0,0,1.28
98088,PANVEL,CST-MUMBAI,49.0,0,1.28
98089,CST-MUMBAI,PANVEL,49.0,0,1.28
98090,PANVEL,CST-MUMBAI,49.0,0,1.28
98091,CST-MUMBAI,PANVEL,49.0,0,1.28
98092,PANVEL,CST-MUMBAI,49.0,0,1.28
98093,CST-MUMBAI,PANVEL,49.0,0,1.3
98094,PANVEL,CST-MUMBAI,49.0,0,1.28
98095,CST-MUMBAI,PANVEL,49.0,0,1.3
98096,PANVEL,CST-MUMBAI,49.0,0,1.28
98097,CST-MUMBAI,PANVEL,49.0,0,1.28
98098,PANVEL,CST-MUMBAI,49.0,0,1.28
98099,CST-MUMBAI,PANVEL,49.0,0,1.28
98100,PANVEL,CST-MUMBAI,49.0,0,1.28
98101,CST-MUMBAI,PANVEL,49.0,0,1.28
98102,PANVEL,CST-MUMBAI,49.0,0,1.28
98103,MUMBAI VADAL,PANVEL,39.0,0,1.0
98104,PANVEL,CST-MUMBAI,49.0,0,1.28
98105,CST-MUMBAI,PANVEL,49.0,0,1.28
98106,PANVEL,CST-MUMBAI,49.0,0,1.3
98107,CST-MUMBAI,PANVEL,49.0,0,1.28
98108,PANVEL,CST-MUMBAI,49.0,0,1.33
98109,CST-MUMBAI,PANVEL,49.0,0,1.32
98110,PANVEL,CST-MUMBAI,49.0,0,1.28
98111,CST-MUMBAI,PANVEL,49.0,0,1.3
98112,PANVEL,CST-MUMBAI,49.0,0,1.28
98113,CST-MUMBAI,PANVEL,49.0,0,1.28
98114,PANVEL,CST-MUMBAI,49.0,0,1.28
98115,CST-MUMBAI,PANVEL,49.0,0,1.28
98116,PANVEL,CST-MUMBAI,49.0,0,1.28
98117,CST-MUMBAI,PANVEL,49.0,0,1.28
98118,PANVEL,CST-MUMBAI,49.0,0,1.32
98119,CST-MUMBAI,PANVEL,49.0,0,1.3
98120,PANVEL,CST-MUMBAI,49.0,0,1.3
98121,CST-MUMBAI,PANVEL,49.0,0,1.28
98122,PANVEL,CST-MUMBAI,49.0,0,1.3
98123,CST-MUMBAI,PANVEL,49.0,0,1.28
98124,PANVEL,CST-MUMBAI,49.0,0,1.32
98125,CST-MUMBAI,PANVEL,49.0,0,1.28
98126,PANVEL,CST-MUMBAI,49.0,0,1.3
98127,CST-MUMBAI,PANVEL,49.0,0,1.28
98128,PANVEL,CST-MUMBAI,49.0,0,1.28
98129,CST-MUMBAI,PANVEL,49.0,0,1.28
98130,PANVEL,CST-MUMBAI,49.0,0,1.28
98131,CST-MUMBAI,PANVEL,49.0,0,1.32
98132,PANVEL,CST-MUMBAI,49.0,0,1.32
98133,MUMBAI VADAL,PANVEL,39.0,0,1.05
98134,PANVEL,MUMBAI VADAL,39.0,0,1.02
98135,CST-MUMBAI,PANVEL,49.0,0,1.33
98136,PANVEL,CST-MUMBAI,49.0,0,1.32
98137,CST-MUMBAI,PANVEL,49.0,0,1.3
98138,PANVEL,CST-MUMBAI,49.0,0,1.3
98139,CST-MUMBAI,PANVEL,49.0,0,1.28
98140,PANVEL,CST-MUMBAI,49.0,0,1.35
98141,CST-MUMBAI,PANVEL,49.0,0,1.28
98142,PANVEL,CST-MUMBAI,49.0,0,1.32
98143,MUMBAI VADAL,PANVEL,39.0,0,1.0
98144,PANVEL,MUMBAI VADAL,39.0,0,0.98
98145,CST-MUMBAI,PANVEL,49.0,0,1.3
98146,PANVEL,CST-MUMBAI,49.0,0,1.28
98147,CST-MUMBAI,PANVEL,49.0,0,1.28
98148,PANVEL,CST-MUMBAI,49.0,0,1.28
98149,MUMBAI VADAL,PANVEL,39.0,0,1.0
98150,PANVEL,CST-MUMBAI,49.0,0,1.28
98151,CST-MUMBAI,PANVEL,49.0,0,1.32
98152,PANVEL,CST-MUMBAI,49.0,0,1.28
98153,CST-MUMBAI,PANVEL,49.0,0,1.3
98154,PANVEL,CST-MUMBAI,49.0,0,1.28
98155,CST-MUMBAI,PANVEL,49.0,0,1.3
98156,PANVEL,CST-MUMBAI,49.0,0,1.28
98157,CST-MUMBAI,PANVEL,49.0,0,1.3
98158,PANVEL,CST-MUMBAI,49.0,0,1.28
98159,CST-MUMBAI,PANVEL,49.0,0,1.28
98160,PANVEL,CST-MUMBAI,49.0,0,1.32
98161,CST-MUMBAI,PANVEL,49.0,0,1.28
98162,PANVEL,CST-MUMBAI,49.0,0,1.3
98163,CST-MUMBAI,PANVEL,49.0,0,1.32
98164,PANVEL,CST-MUMBAI,49.0,0,1.3
98165,CST-MUMBAI,PANVEL,49.0,0,1.28
98166,PANVEL,VASHI,20.0,0,0.5
98167,MUMBAI VADAL,PANVEL,39.0,0,1.0
98168,PANVEL,CST-MUMBAI,49.0,0,1.32
98169,CST-MUMBAI,PANVEL,49.0,0,1.28
98170,PANVEL,CST-MUMBAI,49.0,0,1.3
98171,CST-MUMBAI,PANVEL,49.0,0,1.3
98172,PANVEL,CST-MUMBAI,49.0,0,1.3
98173,MUMBAI VADAL,PANVEL,39.0,0,0.98
98174,PANVEL,CST-MUMBAI,49.0,0,1.3
98175,CST-MUMBAI,PANVEL,49.0,0,1.3
98176,PANVEL,CST-MUMBAI,49.0,0,1.3
98177,MUMBAI VADAL,PANVEL,39.0,0,1.0
98178,PANVEL,CST-MUMBAI,49.0,0,1.3
98179,CST-MUMBAI,PANVEL,49.0,0,1.3
98180,PANVEL,CST-MUMBAI,49.0,0,1.28
98181,MUMBAI VADAL,PANVEL,39.0,0,1.0
98182,PANVEL,CST-MUMBAI,49.0,0,1.3
98183,CST-MUMBAI,PANVEL,49.0,0,1.28
98184,PANVEL,CST-MUMBAI,49.0,0,1.28
98185,CST-MUMBAI,PANVEL,49.0,0,1.28
98186,PANVEL,CST-MUMBAI,49.0,0,1.3
98187,MUMBAI VADAL,PANVEL,39.0,0,1.0
98188,PANVEL,CST-MUMBAI,49.0,0,1.28
98189,CST-MUMBAI,PANVEL,49.0,0,1.28
98190,PANVEL,CST-MUMBAI,49.0,0,1.28
98191,CST-MUMBAI,PANVEL,49.0,0,1.28
98192,PANVEL,CST-MUMBAI,49.0,0,1.3
98193,CST-MUMBAI,PANVEL,49.0,0,1.3
98194,PANVEL,CST-MUMBAI,49.0,0,1.28
98195,CST-MUMBAI,PANVEL,49.0,0,1.32
98196,PANVEL,BELAPUR C.B.,10.0,0,0.25
98197,CST-MUMBAI,PANVEL,49.0,0,1.3
98198,PANVEL,CST-MUMBAI,49.0,0,1.3
98199,CST-MUMBAI,PANVEL,49.0,0,1.3
98200,PANVEL,VASHI,20.0,0,0.5
98201,CST-MUMBAI,PANVEL,49.0,0,1.3
98202,PANVEL,CST-MUMBAI,49.0,0,1.3
98203,CST-MUMBAI,PANVEL,49.0,0,1.28
98204,PANVEL,CST-MUMBAI,49.0,0,1.33
98205,CST-MUMBAI,PANVEL,49.0,0,1.28
98207,CST-MUMBAI,PANVEL,49.0,0,1.28
98208,PANVEL,BELAPUR C.B.,10.0,0,0.25
98209,CST-MUMBAI,PANVEL,49.0,0,1.28
98211,CST-MUMBAI,PANVEL,49.0,0,1.28
98213,CST-MUMBAI,PANVEL,49.0,0,1.28
98214,PANVEL,BELAPUR C.B.,10.0,0,0.25
98215,CST-MUMBAI,PANVEL,49.0,0,1.3
98300,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98301,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.07
98302,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98303,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98304,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98305,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98306,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98307,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.1
98308,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98309,MUMBAI VADAL,BELAPUR C.B.,28.0,0,0.77
98310,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98311,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98312,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98313,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98314,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98315,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98316,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98317,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98318,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98319,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98320,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98321,MUMBAI VADAL,BELAPUR C.B.,28.0,0,0.77
98322,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98323,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.08
98324,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98325,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98326,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98327,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98328,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.08
98329,MUMBAI VADAL,BELAPUR C.B.,28.0,0,0.8
98330,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98331,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98332,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98333,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98334,BELAPUR C.B.,MUMBAI VADAL,28.0,0,0.75
98335,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.08
98336,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.08
98337,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98338,BELAPUR C.B.,MUMBAI VADAL,28.0,0,0.75
98339,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.07
98340,BELAPUR C.B.,MUMBAI VADAL,28.0,0,0.75
98341,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98342,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98343,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98344,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98345,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.07
98346,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98347,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98348,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98349,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.07
98350,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98351,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.07
98352,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98353,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.08
98354,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98355,MUMBAI VADAL,BELAPUR C.B.,28.0,0,0.77
98356,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98357,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98358,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98359,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98360,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98361,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98362,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98363,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98364,BELAPUR C.B.,MUMBAI VADAL,28.0,0,0.8
98365,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.07
98366,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98367,MUMBAI VADAL,BELAPUR C.B.,28.0,0,0.77
98368,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.08
98369,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98370,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98371,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98372,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.12
98373,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.07
98374,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98375,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.08
98376,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98377,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.05
98378,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.08
98379,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.07
98380,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.1
98381,CST-MUMBAI,BELAPUR C.B.,38.0,0,1.08
98382,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98384,BELAPUR C.B.,MUMBAI VADAL,28.0,0,0.75
98386,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98388,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.12
98390,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.07
98392,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98394,BELAPUR C.B.,CST-MUMBAI,38.0,0,1.05
98500,VASHI,CST-MUMBAI,28.0,0,0.8
98501,CST-MUMBAI,VASHI,28.0,0,0.78
98502,VASHI,CST-MUMBAI,28.0,0,0.8
98503,CST-MUMBAI,VASHI,28.0,0,0.8
98504,VASHI,CST-MUMBAI,28.0,0,0.8
98505,CST-MUMBAI,VASHI,28.0,0,0.78
98506,VASHI,CST-MUMBAI,28.0,0,0.8
98507,MUMBAI VADAL,VASHI,19.0,0,0.48
98508,VASHI,CST-MUMBAI,28.0,0,0.8
98509,CST-MUMBAI,VASHI,28.0,0,0.8
98510,VASHI,CST-MUMBAI,28.0,0,0.8
98511,CST-MUMBAI,VASHI,28.0,0,0.78
98512,VASHI,CST-MUMBAI,28.0,0,0.8
98513,CST-MUMBAI,VASHI,28.0,0,0.8
98514,VASHI,MUMBAI VADAL,19.0,0,0.5
98515,CST-MUMBAI,VASHI,28.0,0,0.78
98516,VASHI,CST-MUMBAI,28.0,0,0.8
98517,CST-MUMBAI,VASHI,28.0,0,0.78
98518,VASHI,CST-MUMBAI,28.0,0,0.8
98519,CST-MUMBAI,VASHI,28.0,0,0.8
98520,VASHI,CST-MUMBAI,28.0,0,0.8
98521,CST-MUMBAI,VASHI,28.0,0,0.8
98522,VASHI,CST-MUMBAI,28.0,0,0.8
98523,CST-MUMBAI,VASHI,28.0,0,0.78
98524,VASHI,CST-MUMBAI,28.0,0,0.82
98525,CST-MUMBAI,VASHI,28.0,0,0.78
98526,VASHI,CST-MUMBAI,28.0,0,0.82
98527,MUMBAI VADAL,VASHI,19.0,0,0.48
98528,VASHI,CST-MUMBAI,28.0,0,0.8
98529,CST-MUMBAI,VASHI,28.0,0,0.78
98530,VASHI,CST-MUMBAI,28.0,0,0.8
98531,CST-MUMBAI,VASHI,28.0,0,0.78
98532,VASHI,CST-MUMBAI,28.0,0,0.8
98533,CST-MUMBAI,VASHI,28.0,0,0.78
98535,CST-MUMBAI,VASHI,28.0,0,0.78
98537,CST-MUMBAI,VASHI,28.0,0,0.78
98538,VASHI,MUMBAI VADAL,19.0,0,0.5
98539,CST-MUMBAI,VASHI,28.0,0,0.78
98540,VASHI,CST-MUMBAI,28.0,0,0.8
98541,CST-MUMBAI,VASHI,28.0,0,0.78
98543,CST-MUMBAI,VASHI,28.0,0,0.8
98544,VASHI,CST-MUMBAI,28.0,0,0.8
98545,CST-MUMBAI,VASHI,28.0,0,0.82
98546,VASHI,MUMBAI VADAL,19.0,0,0.5
98547,CST-MUMBAI,VASHI,28.0,0,0.82
98548,VASHI,CST-MUMBAI,28.0,0,0.8
98549,CST-MUMBAI,VASHI,28.0,0,0.78
98550,VASHI,CST-MUMBAI,28.0,0,0.8
98551,CST-MUMBAI,VASHI,28.0,0,0.8
98552,VASHI,CST-MUMBAI,28.0,0,0.8
98553,CST-MUMBAI,VASHI,28.0,0,0.82
98554,VASHI,CST-MUMBAI,28.0,0,0.8
98555,CST-MUMBAI,VASHI,28.0,0,0.8
98556,VASHI,CST-MUMBAI,28.0,0,0.82
98557,CST-MUMBAI,VASHI,28.0,0,0.78
98558,VASHI,MUMBAI VADAL,19.0,0,0.5
98559,CST-MUMBAI,VASHI,28.0,0,0.78
98560,VASHI,CST-MUMBAI,28.0,0,0.8
98561,CST-MUMBAI,VASHI,28.0,0,0.78
98562,VASHI,MUMBAI VADAL,19.0,0,0.5
98563,CST-MUMBAI,VASHI,28.0,0,0.8
98564,VASHI,CST-MUMBAI,28.0,0,0.8
98565,CST-MUMBAI,VASHI,28.0,0,0.78
98566,VASHI,CST-MUMBAI,28.0,0,0.8
98567,CST-MUMBAI,VASHI,28.0,0,0.78
98568,VASHI,CST-MUMBAI,28.0,0,0.83
98569,CST-MUMBAI,VASHI,28.0,0,0.78
98570,VASHI,MUMBAI VADAL,19.0,0,0.53
98571,CST-MUMBAI,VASHI,28.0,0,0.78
98572,VASHI,CST-MUMBAI,28.0,0,0.83
98573,CST-MUMBAI,VASHI,28.0,0,0.78
98574,VASHI,CST-MUMBAI,28.0,0,0.8
98575,CST-MUMBAI,VASHI,28.0,0,0.78
98576,VASHI,CST-MUMBAI,28.0,0,0.8
98577,CST-MUMBAI,VASHI,28.0,0,0.78
98578,VASHI,MUMBAI VADAL,19.0,0,0.5
98580,VASHI,MUMBAI VADAL,19.0,0,0.52
98600,MANKHURD,CST-MUMBAI,21.0,0,0.68
98601,CST-MUMBAI,MANKHURD,21.0,0,0.73
98602,MANKHURD,CST-MUMBAI,21.0,0,0.68
98603,CST-MUMBAI,MANKHURD,21.0,0,0.73
98604,CHEMBUR,CST-MUMBAI,17.0,0,0.6
98605,CST-MUMBAI,CHEMBUR,17.0,0,0.55
98700,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98701,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98702,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98703,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98704,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98705,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98706,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98707,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98708,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98709,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98710,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98711,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98712,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98713,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98714,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98715,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98716,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98717,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98718,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98719,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98720,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98721,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98722,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98723,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98724,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98725,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98726,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98727,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98728,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98729,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98730,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98731,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98732,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98733,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98734,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98735,CST-MUMBAI,RAVLI JN,10.0,0,0.35
98736,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98737,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98738,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98739,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98740,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98741,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98742,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98743,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98744,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98745,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98746,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98747,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98748,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98749,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98750,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98751,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98752,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98753,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98754,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98755,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98756,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98757,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98758,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98759,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98760,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98761,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98762,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98763,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98764,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98765,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98766,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98767,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98768,RAVLI JN,CST-MUMBAI,10.0,0,0.37
98769,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98770,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98771,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98772,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98773,CST-MUMBAI,RAVLI JN,10.0,0,0.35
98774,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98775,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98776,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98777,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98778,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98779,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98780,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98781,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98782,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98783,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98784,RAVLI JN,CST-MUMBAI,10.0,0,0.33
98785,CST-MUMBAI,RAVLI JN,10.0,0,0.33
98800,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98801,CST-MUMBAI,RAVLI JN,10.0,0,0.47
98802,RAVLI JN,CST-MUMBAI,10.0,0,0.35
98803,CST-MUMBAI,RAVLI JN,10.0,0,0.47
98804,RAVLI JN,CST-MUMBAI,10.0,0,0.35
