,count,mean,min,max
,Number_of_Stops,Number_of_Stops,Number_of_Stops,Number_of_Stops
Train_No,,,,
12701,1,14.0,14,14
12702,1,15.0,15,15
12703,1,24.0,24,24
12704,1,25.0,25,25
12705,1,12.0,12,12
12706,1,12.0,12,12
12707,1,18.0,18,18
12708,1,18.0,18,18
12709,1,15.0,15,15
12710,1,15.0,15,15
12711,1,12.0,12,12
12712,1,12.0,12,12
12713,1,7.0,7,7
12714,1,7.0,7,7
12715,1,35.0,35,35
12716,1,34.0,34,34
12717,1,11.0,11,11
12718,1,11.0,11,11
12719,1,19.0,19,19
12720,1,19.0,19,19
12721,1,44.0,44,44
12722,1,44.0,44,44
12723,1,16.0,16,16
12724,1,14.0,14,14
12725,1,15.0,15,15
12726,1,15.0,15,15
12727,1,19.0,19,19
12728,1,19.0,19,19
12729,1,11.0,11,11
12730,1,11.0,11,11
12731,1,14.0,14,14
12732,1,14.0,14,14
12733,1,21.0,21,21
12734,1,21.0,21,21
12735,1,9.0,9,9
12736,1,9.0,9,9
12737,1,19.0,19,19
12738,1,19.0,19,19
12739,1,10.0,10,10
12740,1,10.0,10,10
12741,1,19.0,19,19
12742,1,18.0,18,18
12747,1,13.0,13,13
12748,1,13.0,13,13
12749,1,17.0,17,17
12750,1,17.0,17,17
12757,1,12.0,12,12
12758,1,12.0,12,12
12759,1,15.0,15,15
12760,1,15.0,15,15
12761,1,10.0,10,10
12762,1,10.0,10,10
12763,1,17.0,17,17
12764,1,17.0,17,17
12765,1,22.0,22,22
12766,1,22.0,22,22
12767,1,17.0,17,17
12768,1,17.0,17,17
12769,1,15.0,15,15
12770,1,15.0,15,15
12771,1,12.0,12,12
12772,1,12.0,12,12
12773,1,14.0,14,14
12774,1,14.0,14,14
12775,1,9.0,9,9
12776,1,9.0,9,9
12777,1,20.0,20,20
12778,1,20.0,20,20
12779,1,27.0,27,27
12780,1,27.0,27,27
12781,1,30.0,30,30
12782,1,30.0,30,30
12783,1,13.0,13,13
12784,1,13.0,13,13
12785,1,15.0,15,15
12786,1,14.0,14,14
12791,1,27.0,27,27
12792,1,26.0,26,26
12795,1,2.0,2,2
12796,1,2.0,2,2
12797,1,20.0,20,20
12798,1,22.0,22,22
12801,1,30.0,30,30
12802,1,29.0,29,29
12803,1,19.0,19,19
12804,1,19.0,19,19
12805,1,19.0,19,19
12806,1,19.0,19,19
12807,1,39.0,39,39
12808,1,38.0,38,38
12809,1,42.0,42,42
12810,1,40.0,40,40
12811,1,16.0,16,16
12812,1,16.0,16,16
12813,1,6.0,6,6
12814,1,7.0,7,7
12815,1,27.0,27,27
12816,1,27.0,27,27
12817,1,17.0,17,17
12818,1,17.0,17,17
12819,1,11.0,11,11
12820,1,11.0,11,11
12821,1,13.0,13,13
12822,1,14.0,14,14
12823,1,10.0,10,10
12824,1,10.0,10,10
12825,1,7.0,7,7
12826,1,7.0,7,7
12827,1,12.0,12,12
12828,1,13.0,13,13
12829,1,19.0,19,19
12830,1,19.0,19,19
12831,1,10.0,10,10
12832,1,10.0,10,10
12833,1,61.0,61,61
12834,1,62.0,62,62
12835,1,22.0,22,22
12836,1,23.0,23,23
12837,1,12.0,12,12
12838,1,12.0,12,12
12839,1,33.0,33,33
12840,1,34.0,34,34
12841,1,13.0,13,13
12842,1,15.0,15,15
12843,1,41.0,41,41
12844,1,41.0,41,41
12845,1,19.0,19,19
12846,1,19.0,19,19
12847,1,3.0,3,3
12848,1,3.0,3,3
12849,1,16.0,16,16
12850,1,16.0,16,16
12851,1,15.0,15,15
12852,1,15.0,15,15
12853,1,29.0,29,29
12854,1,29.0,29,29
12855,1,14.0,14,14
12856,1,15.0,15,15
12857,1,6.0,6,6
12858,1,6.0,6,6
12859,1,25.0,25,25
12860,1,24.0,24,24
12861,1,16.0,16,16
12862,1,17.0,17,17
12863,1,33.0,33,33
12864,1,34.0,34,34
12865,1,7.0,7,7
12866,1,7.0,7,7
12867,1,15.0,15,15
12868,1,14.0,14,14
12869,1,18.0,18,18
12870,1,17.0,17,17
12871,1,29.0,29,29
12872,1,29.0,29,29
12873,1,19.0,19,19
12874,1,19.0,19,19
12875,1,40.0,40,40
12876,1,39.0,39,39
12877,1,13.0,13,13
12878,1,13.0,13,13
12879,1,18.0,18,18
12880,1,18.0,18,18
12881,1,7.0,7,7
12882,1,7.0,7,7
12883,1,10.0,10,10
12884,1,11.0,11,11
12885,1,11.0,11,11
12886,1,11.0,11,11
12887,1,8.0,8,8
12888,1,9.0,9,9
12889,1,24.0,24,24
12890,1,22.0,22,22
12891,1,14.0,14,14
12892,1,14.0,14,14
12893,1,14.0,14,14
12894,1,14.0,14,14
12895,1,8.0,8,8
12896,1,9.0,9,9
12897,1,17.0,17,17
12898,1,17.0,17,17
12901,1,12.0,12,12
12902,1,12.0,12,12
12903,1,32.0,32,32
12904,1,33.0,33,33
12905,1,28.0,28,28
12906,1,28.0,28,28
12907,1,3.0,3,3
12908,1,3.0,3,3
12909,1,7.0,7,7
12910,1,7.0,7,7
12911,1,14.0,14,14
12912,1,14.0,14,14
12913,1,12.0,12,12
12914,1,12.0,12,12
12915,1,18.0,18,18
12916,1,18.0,18,18
12917,1,8.0,8,8
12918,1,8.0,8,8
12919,1,50.0,50,50
12920,1,49.0,49,49
12921,1,12.0,12,12
12922,1,12.0,12,12
12923,1,10.0,10,10
12924,1,10.0,10,10
12925,1,40.0,40,40
12926,1,39.0,39,39
12927,1,5.0,5,5
12928,1,5.0,5,5
12929,1,17.0,17,17
12930,1,17.0,17,17
12931,1,9.0,9,9
12932,1,9.0,9,9
12933,1,9.0,9,9
12934,1,8.0,8,8
12935,1,8.0,8,8
12936,1,8.0,8,8
12937,1,15.0,15,15
12938,1,15.0,15,15
12939,1,11.0,11,11
12940,1,10.0,10,10
12941,1,30.0,30,30
12942,1,30.0,30,30
12943,1,10.0,10,10
12944,1,10.0,10,10
12946,1,12.0,12,12
12947,1,17.0,17,17
12948,1,17.0,17,17
12949,1,35.0,35,35
12950,1,35.0,35,35
12951,1,6.0,6,6
12952,1,6.0,6,6
12953,1,11.0,11,11
12954,1,11.0,11,11
12955,1,17.0,17,17
12956,1,17.0,17,17
12957,1,8.0,8,8
12958,1,8.0,8,8
12959,1,18.0,18,18
12960,1,18.0,18,18
12961,1,17.0,17,17
12962,1,17.0,17,17
12963,1,16.0,16,16
12964,1,16.0,16,16
12967,1,30.0,30,30
12968,1,30.0,30,30
12969,1,37.0,37,37
12970,1,37.0,37,37
12971,1,18.0,18,18
12972,1,18.0,18,18
12973,1,6.0,6,6
12974,1,6.0,6,6
12975,1,40.0,40,40
12976,1,41.0,41,41
12977,1,15.0,15,15
12978,1,5.0,5,5
12979,1,15.0,15,15
12980,1,15.0,15,15
12981,1,19.0,19,19
12982,1,19.0,19,19
12983,1,13.0,13,13
12984,1,13.0,13,13
12985,1,4.0,4,4
12986,1,4.0,4,4
12987,1,20.0,20,20
12988,1,20.0,20,20
12989,1,21.0,21,21
12990,1,21.0,21,21
12991,1,13.0,13,13
12992,1,13.0,13,13
12993,1,25.0,25,25
12994,1,25.0,25,25
12995,1,17.0,17,17
12996,1,17.0,17,17
13005,1,55.0,55,55
13006,1,54.0,54,54
13007,1,110.0,110,110
13008,1,106.0,106,106
13009,1,75.0,75,75
13010,1,76.0,76,76
13011,1,16.0,16,16
13012,1,16.0,16,16
13013,1,4.0,4,4
13014,1,4.0,4,4
13015,1,3.0,3,3
13016,1,3.0,3,3
13017,1,13.0,13,13
13018,1,13.0,13,13
13019,1,64.0,64,64
13020,1,62.0,62,62
13021,1,40.0,40,40
13022,1,40.0,40,40
13023,1,31.0,31,31
13024,1,31.0,31,31
13027,1,9.0,9,9
13028,1,9.0,9,9
13033,1,47.0,47,47
13034,1,43.0,43,43
13043,1,17.0,17,17
13044,1,17.0,17,17
13049,1,109.0,109,109
13050,1,104.0,104,104
13053,1,4.0,4,4
13054,1,4.0,4,4
13063,1,10.0,10,10
13064,1,10.0,10,10
13071,1,19.0,19,19
13072,1,19.0,19,19
13103,1,12.0,12,12
13104,1,12.0,12,12
13105,1,28.0,28,28
13106,1,28.0,28,28
13109,1,0.0,0,0
13110,1,0.0,0,0
13113,1,10.0,10,10
13114,1,10.0,10,10
13117,1,9.0,9,9
13118,1,9.0,9,9
13119,1,87.0,87,87
13120,1,89.0,89,89
13121,1,14.0,14,14
13122,1,14.0,14,14
13129,1,0.0,0,0
13130,1,0.0,0,0
13131,1,42.0,42,42
13132,1,43.0,43,43
13133,1,80.0,80,80
13134,1,82.0,82,82
13135,1,15.0,15,15
13136,1,15.0,15,15
13137,1,20.0,20,20
13138,1,20.0,20,20
13141,1,32.0,32,32
13142,1,32.0,32,32
13145,1,18.0,18,18
13146,1,18.0,18,18
13147,1,22.0,22,22
13148,1,22.0,22,22
13149,1,23.0,23,23
13150,1,23.0,23,23
13151,1,94.0,94,94
13152,1,95.0,95,95
13153,1,12.0,12,12
13154,1,13.0,13,13
13155,1,17.0,17,17
13156,1,17.0,17,17
13157,1,12.0,12,12
13158,1,12.0,12,12
13159,1,14.0,14,14
13160,1,14.0,14,14
13161,1,10.0,10,10
13162,1,10.0,10,10
13163,1,31.0,31,31
13164,1,31.0,31,31
13165,1,13.0,13,13
13166,1,13.0,13,13
13167,1,20.0,20,20
13168,1,20.0,20,20
13169,1,25.0,25,25
13170,1,25.0,25,25
13185,1,20.0,20,20
13186,1,19.0,19,19
13187,1,8.0,8,8
13188,1,8.0,8,8
13201,1,65.0,65,65
13202,1,61.0,61,61
13205,1,7.0,7,7
13206,1,7.0,7,7
13225,1,18.0,18,18
13226,1,18.0,18,18
13233,1,13.0,13,13
13234,1,13.0,13,13
13235,1,27.0,27,27
13236,1,27.0,27,27
13237,1,26.0,26,26
13238,1,26.0,26,26
13239,1,22.0,22,22
13240,1,22.0,22,22
13241,1,19.0,19,19
13242,1,19.0,19,19
13243,1,22.0,22,22
13244,1,22.0,22,22
13245,1,30.0,30,30
13246,1,33.0,33,33
13247,1,39.0,39,39
13248,1,42.0,42,42
13249,1,10.0,10,10
13250,1,10.0,10,10
13257,1,6.0,6,6
13258,1,6.0,6,6
13287,1,49.0,49,49
13288,1,50.0,50,50
13301,1,10.0,10,10
13302,1,10.0,10,10
13303,1,8.0,8,8
13304,1,8.0,8,8
13305,1,15.0,15,15
13306,1,15.0,15,15
13307,1,72.0,72,72
13308,1,69.0,69,69
13319,1,18.0,18,18
13320,1,18.0,18,18
13329,1,9.0,9,9
13330,1,9.0,9,9
13331,1,20.0,20,20
13332,1,20.0,20,20
13345,1,7.0,7,7
13346,1,7.0,7,7
13347,1,30.0,30,30
13348,1,30.0,30,30
13351,1,94.0,94,94
13352,1,95.0,95,95
13401,1,26.0,26,26
13402,1,26.0,26,26
13403,1,24.0,24,24
13404,1,24.0,24,24
13409,1,15.0,15,15
13410,1,15.0,15,15
13413,1,61.0,61,61
13414,1,59.0,59,59
13415,1,16.0,16,16
13416,1,16.0,16,16
13417,1,14.0,14,14
13418,1,14.0,14,14
13419,1,16.0,16,16
13420,1,16.0,16,16
13421,1,9.0,9,9
13422,1,9.0,9,9
13423,1,16.0,16,16
13424,1,16.0,16,16
13425,1,28.0,28,28
13426,1,28.0,28,28
13429,1,22.0,22,22
13430,1,22.0,22,22
13465,1,13.0,13,13
13466,1,13.0,13,13
13483,1,63.0,63,63
13484,1,61.0,61,61
13501,1,16.0,16,16
13502,1,16.0,16,16
13505,1,12.0,12,12
13506,1,12.0,12,12
13507,1,13.0,13,13
13508,1,13.0,13,13
13509,1,22.0,22,22
13510,1,20.0,20,20
13511,1,7.0,7,7
13512,1,7.0,7,7
14001,1,0.0,0,0
14002,1,0.0,0,0
14003,1,21.0,21,21
14004,1,21.0,21,21
14005,1,39.0,39,39
14006,1,41.0,41,41
14007,1,32.0,32,32
14008,1,32.0,32,32
14011,1,7.0,7,7
14012,1,7.0,7,7
14013,1,13.0,13,13
14014,1,13.0,13,13
14015,1,33.0,33,33
14016,1,34.0,34,34
14017,1,34.0,34,34
14018,1,34.0,34,34
14019,1,16.0,16,16
14020,1,16.0,16,16
14021,1,16.0,16,16
14022,1,16.0,16,16
14033,1,30.0,30,30
14034,1,28.0,28,28
14035,1,17.0,17,17
14036,1,18.0,18,18
14041,1,18.0,18,18
14042,1,18.0,18,18
14043,1,11.0,11,11
14044,1,11.0,11,11
14055,1,60.0,60,60
14056,1,59.0,59,59
14085,1,18.0,18,18
14086,1,18.0,18,18
14095,1,12.0,12,12
14096,1,13.0,13,13
14101,1,11.0,11,11
14102,1,11.0,11,11
14109,1,10.0,10,10
14110,1,10.0,10,10
14113,1,13.0,13,13
14114,1,14.0,14,14
14115,1,13.0,13,13
14116,1,13.0,13,13
14117,1,8.0,8,8
14118,1,8.0,8,8
14119,1,9.0,9,9
14120,1,9.0,9,9
14123,1,13.0,13,13
14124,1,13.0,13,13
14125,1,13.0,13,13
14126,1,13.0,13,13
14151,1,11.0,11,11
14152,1,11.0,11,11
14163,1,28.0,28,28
14164,1,22.0,22,22
14201,1,9.0,9,9
14202,1,9.0,9,9
14203,1,12.0,12,12
14204,1,12.0,12,12
14205,1,9.0,9,9
14206,1,9.0,9,9
14207,1,14.0,14,14
14208,1,14.0,14,14
14209,1,6.0,6,6
14210,1,6.0,6,6
14211,1,16.0,16,16
14212,1,16.0,16,16
14213,1,10.0,10,10
14214,1,10.0,10,10
14215,1,9.0,9,9
14216,1,9.0,9,9
14217,1,39.0,39,39
14218,1,38.0,38,38
14219,1,10.0,10,10
14220,1,10.0,10,10
14221,1,7.0,7,7
14222,1,7.0,7,7
14227,1,11.0,11,11
14228,1,10.0,10,10
14235,1,46.0,46,46
14236,1,43.0,43,43
14257,1,30.0,30,30
14258,1,32.0,32,32
14260,1,6.0,6,6
14265,1,47.0,47,47
14266,1,49.0,49,49
14307,1,39.0,39,39
14308,1,38.0,38,38
14309,1,28.0,28,28
14310,1,28.0,28,28
14311,1,44.0,44,44
14312,1,43.0,43,43
14313,1,24.0,24,24
14314,1,25.0,25,25
14315,1,14.0,14,14
14316,1,14.0,14,14
14317,1,28.0,28,28
14318,1,28.0,28,28
14319,1,17.0,17,17
14320,1,17.0,17,17
14321,1,44.0,44,44
14322,1,43.0,43,43
14323,1,4.0,4,4
14324,1,4.0,4,4
14369,1,34.0,34,34
14370,1,34.0,34,34
14371,1,8.0,8,8
14372,1,8.0,8,8
14501,1,11.0,11,11
14502,1,11.0,11,11
14503,1,8.0,8,8
14504,1,8.0,8,8
14505,1,9.0,9,9
14506,1,10.0,10,10
14511,1,27.0,27,27
14512,1,26.0,26,26
14519,1,17.0,17,17
14520,1,17.0,17,17
14521,1,12.0,12,12
14522,1,12.0,12,12
14523,1,19.0,19,19
14524,1,19.0,19,19
14525,1,13.0,13,13
14526,1,13.0,13,13
14545,1,25.0,25,25
14546,1,25.0,25,25
14553,1,26.0,26,26
14554,1,24.0,24,24
14555,1,19.0,19,19
14556,1,19.0,19,19
14601,1,8.0,8,8
14602,1,8.0,8,8
14603,1,31.0,31,31
14604,1,31.0,31,31
14609,1,20.0,20,20
14610,1,20.0,20,20
14611,1,12.0,12,12
14613,1,6.0,6,6
14614,1,6.0,6,6
14615,1,16.0,16,16
14616,1,16.0,16,16
14623,1,21.0,21,21
14624,1,21.0,21,21
14625,1,16.0,16,16
14626,1,16.0,16,16
14629,1,7.0,7,7
14630,1,7.0,7,7
14631,1,25.0,25,25
14632,1,27.0,27,27
14633,1,5.0,5,5
14634,1,5.0,5,5
14645,1,27.0,27,27
14646,1,26.0,26,26
14649,1,61.0,61,61
14650,1,56.0,56,56
14659,1,37.0,37,37
14660,1,37.0,37,37
14661,1,6.0,6,6
14662,1,6.0,6,6
14673,1,56.0,56,56
14674,1,56.0,56,56
14681,1,19.0,19,19
14682,1,19.0,19,19
14703,1,12.0,12,12
14704,1,12.0,12,12
14707,1,32.0,32,32
14708,1,32.0,32,32
14709,1,29.0,29,29
14710,1,29.0,29,29
14711,1,19.0,19,19
14712,1,19.0,19,19
14713,1,13.0,13,13
14714,1,13.0,13,13
14715,1,8.0,8,8
14716,1,8.0,8,8
14717,1,12.0,12,12
14718,1,12.0,12,12
14723,1,29.0,29,29
14724,1,28.0,28,28
14731,1,27.0,27,27
14732,1,27.0,27,27
14795,1,4.0,4,4
14796,1,4.0,4,4
14801,1,39.0,39,39
14803,1,15.0,15,15
14804,1,15.0,15,15
14805,1,36.0,36,36
14806,1,35.0,35,35
14807,1,8.0,8,8
14808,1,8.0,8,8
14809,1,9.0,9,9
14810,1,9.0,9,9
14811,1,10.0,10,10
14812,1,10.0,10,10
14853,1,34.0,34,34
14854,1,35.0,35,35
14863,1,29.0,29,29
14864,1,30.0,30,30
14865,1,31.0,31,31
14866,1,31.0,31,31
14887,1,38.0,38,38
14888,1,38.0,38,38
14889,1,0.0,0,0
14890,1,0.0,0,0
15001,1,24.0,24,24
15002,1,24.0,24,24
15003,1,29.0,29,29
15004,1,26.0,26,26
15005,1,14.0,14,14
15006,1,14.0,14,14
15007,1,34.0,34,34
15008,1,35.0,35,35
15009,1,14.0,14,14
15011,1,18.0,18,18
15012,1,18.0,18,18
15013,1,37.0,37,37
15014,1,37.0,37,37
15015,1,21.0,21,21
15016,1,21.0,21,21
15017,1,71.0,71,71
15018,1,71.0,71,71
15019,1,3.0,3,3
15020,1,3.0,3,3
15021,1,13.0,13,13
15022,1,13.0,13,13
15023,1,22.0,22,22
15024,1,22.0,22,22
15025,1,9.0,9,9
15026,1,9.0,9,9
15027,1,48.0,48,48
15028,1,48.0,48,48
15029,1,18.0,18,18
15030,1,18.0,18,18
15033,1,6.0,6,6
15034,1,6.0,6,6
15035,1,8.0,8,8
15036,1,8.0,8,8
15037,1,18.0,18,18
15038,1,18.0,18,18
15039,1,6.0,6,6
15040,1,6.0,6,6
15041,1,7.0,7,7
15042,1,7.0,7,7
15043,1,9.0,9,9
15044,1,9.0,9,9
15045,1,37.0,37,37
15046,1,37.0,37,37
15047,1,17.0,17,17
15048,1,17.0,17,17
15049,1,25.0,25,25
15050,1,25.0,25,25
15051,1,20.0,20,20
15052,1,21.0,21,21
15053,1,11.0,11,11
15054,1,11.0,11,11
15055,1,19.0,19,19
15056,1,19.0,19,19
15057,1,6.0,6,6
15058,1,6.0,6,6
15059,1,9.0,9,9
15060,1,9.0,9,9
15063,1,21.0,21,21
15064,1,21.0,21,21
15065,1,21.0,21,21
15066,1,21.0,21,21
15067,1,24.0,24,24
15068,1,24.0,24,24
15069,1,9.0,9,9
15070,1,9.0,9,9
15097,1,29.0,29,29
15098,1,29.0,29,29
15101,1,17.0,17,17
15102,1,17.0,17,17
15103,1,13.0,13,13
15104,1,14.0,14,14
15105,1,8.0,8,8
15106,1,14.0,14,14
15111,1,12.0,12,12
15112,1,12.0,12,12
15115,1,19.0,19,19
15116,1,19.0,19,19
15117,1,9.0,9,9
15118,1,8.0,8,8
15119,1,35.0,35,35
15120,1,35.0,35,35
15159,1,48.0,48,48
15160,1,44.0,44,44
15201,1,15.0,15,15
15202,1,15.0,15,15
15203,1,35.0,35,35
15204,1,35.0,35,35
15205,1,26.0,26,26
15206,1,25.0,25,25
15209,1,46.0,46,46
15210,1,46.0,46,46
15211,1,46.0,46,46
15212,1,44.0,44,44
15215,1,11.0,11,11
15216,1,11.0,11,11
15227,1,34.0,34,34
15228,1,33.0,33,33
15231,1,30.0,30,30
15232,1,32.0,32,32
15233,1,8.0,8,8
15234,1,8.0,8,8
15235,1,9.0,9,9
15236,1,9.0,9,9
15267,1,22.0,22,22
15268,1,21.0,21,21
15269,1,23.0,23,23
15270,1,23.0,23,23
15271,1,10.0,10,10
15272,1,10.0,10,10
15273,1,43.0,43,43
15274,1,43.0,43,43
15275,1,6.0,6,6
15276,1,6.0,6,6
15279,1,20.0,20,20
15280,1,20.0,20,20
15283,1,17.0,17,17
15284,1,17.0,17,17
15417,1,24.0,24,24
15418,1,24.0,24,24
15463,1,13.0,13,13
15464,1,13.0,13,13
15483,1,56.0,56,56
15484,1,57.0,57,57
15529,1,23.0,23,23
15530,1,23.0,23,23
15531,1,26.0,26,26
15532,1,26.0,26,26
15547,1,18.0,18,18
15548,1,18.0,18,18
15549,1,8.0,8,8
15550,1,8.0,8,8
15559,1,25.0,25,25
15560,1,25.0,25,25
15563,1,24.0,24,24
15564,1,24.0,24,24
15601,1,12.0,12,12
15602,1,12.0,12,12
15603,1,33.0,33,33
15604,1,33.0,33,33
15605,1,18.0,18,18
15606,1,18.0,18,18
15613,1,23.0,23,23
15614,1,23.0,23,23
15617,1,12.0,12,12
15618,1,12.0,12,12
15619,1,19.0,19,19
15620,1,19.0,19,19
15621,1,23.0,23,23
15622,1,23.0,23,23
15623,1,44.0,44,44
15624,1,44.0,44,44
15629,1,38.0,38,38
15630,1,38.0,38,38
15631,1,32.0,32,32
15632,1,32.0,32,32
15635,1,42.0,42,42
15636,1,42.0,42,42
15639,1,24.0,24,24
15640,1,24.0,24,24
15643,1,25.0,25,25
15644,1,24.0,24,24
15645,1,45.0,45,45
15646,1,46.0,46,46
15647,1,52.0,52,52
15648,1,53.0,53,53
15651,1,41.0,41,41
15652,1,41.0,41,41
15653,1,41.0,41,41
15654,1,41.0,41,41
15655,1,38.0,38,38
15656,1,38.0,38,38
15657,1,31.0,31,31
15658,1,31.0,31,31
15659,1,38.0,38,38
15660,1,38.0,38,38
15661,1,27.0,27,27
15662,1,27.0,27,27
15665,1,7.0,7,7
15666,1,7.0,7,7
15667,1,34.0,34,34
15668,1,34.0,34,34
15669,1,5.0,5,5
15670,1,5.0,5,5
15707,1,49.0,49,49
15708,1,51.0,51,51
15711,1,9.0,9,9
15712,1,9.0,9,9
15713,1,17.0,17,17
15714,1,17.0,17,17
15715,1,26.0,26,26
15716,1,26.0,26,26
15717,1,24.0,24,24
15718,1,24.0,24,24
15719,1,16.0,16,16
15720,1,16.0,16,16
15721,1,16.0,16,16
15722,1,16.0,16,16
15723,1,11.0,11,11
15724,1,11.0,11,11
15765,1,17.0,17,17
15766,1,17.0,17,17
15767,1,12.0,12,12
15768,1,12.0,12,12
15769,1,25.0,25,25
15770,1,24.0,24,24
15771,1,18.0,18,18
15772,1,18.0,18,18
15815,1,10.0,10,10
15816,1,10.0,10,10
15903,1,33.0,33,33
15904,1,33.0,33,33
15905,1,55.0,55,55
15906,1,56.0,56,56
15909,1,87.0,87,87
15927,1,25.0,25,25
15928,1,25.0,25,25
15929,1,49.0,49,49
15930,1,49.0,49,49
15933,1,36.0,36,36
15934,1,36.0,36,36
15941,1,30.0,30,30
15942,1,30.0,30,30
15959,1,54.0,54,54
15960,1,54.0,54,54
15967,1,29.0,29,29
15968,1,29.0,29,29
16003,1,24.0,24,24
16004,1,25.0,25,25
16021,1,22.0,22,22
16022,1,21.0,21,21
16023,1,8.0,8,8
16024,1,8.0,8,8
16031,1,79.0,79,79
16032,1,80.0,80,80
16053,1,6.0,6,6
16054,1,7.0,7,7
16057,1,6.0,6,6
16058,1,7.0,7,7
16085,1,13.0,13,13
16086,1,12.0,12,12
16089,1,14.0,14,14
16090,1,14.0,14,14
16093,1,45.0,45,45
16094,1,44.0,44,44
16101,1,22.0,22,22
16102,1,23.0,23,23
16105,1,27.0,27,27
16106,1,27.0,27,27
16115,1,8.0,8,8
16116,1,8.0,8,8
16127,1,46.0,46,46
16128,1,46.0,46,46
16129,1,2.0,2,2
16130,1,1.0,1,1
16175,1,14.0,14,14
16176,1,14.0,14,14
16179,1,11.0,11,11
16180,1,11.0,11,11
16181,1,24.0,24,24
16182,1,25.0,25,25
16183,1,16.0,16,16
16184,1,16.0,16,16
16185,1,0.0,0,0
16186,1,0.0,0,0
16187,1,27.0,27,27
16188,1,25.0,25,25
16203,1,8.0,8,8
16204,1,9.0,9,9
16205,1,11.0,11,11
16206,1,11.0,11,11
16209,1,43.0,43,43
16210,1,42.0,42,42
16215,1,8.0,8,8
16216,1,8.0,8,8
16217,1,22.0,22,22
16218,1,22.0,22,22
16227,1,33.0,33,33
16228,1,29.0,29,29
16229,1,33.0,33,33
16231,1,22.0,22,22
16232,1,23.0,23,23
16233,1,5.0,5,5
16234,1,5.0,5,5
16235,1,33.0,33,33
16301,1,28.0,28,28
16302,1,28.0,28,28
16303,1,17.0,17,17
16304,1,17.0,17,17
16305,1,14.0,14,14
16306,1,15.0,15,15
16307,1,25.0,25,25
16308,1,26.0,26,26
16311,1,42.0,42,42
16312,1,42.0,42,42
16313,1,25.0,25,25
16314,1,24.0,24,24
16315,1,20.0,20,20
16316,1,20.0,20,20
16317,1,69.0,69,69
16318,1,73.0,73,73
16331,1,41.0,41,41
16332,1,40.0,40,40
16333,1,57.0,57,57
16334,1,57.0,57,57
16335,1,54.0,54,54
16336,1,54.0,54,54
16337,1,48.0,48,48
16338,1,49.0,49,49
16339,1,38.0,38,38
16340,1,37.0,37,37
16341,1,21.0,21,21
16342,1,20.0,20,20
16343,1,20.0,20,20
16344,1,20.0,20,20
16345,1,44.0,44,44
16346,1,44.0,44,44
16347,1,48.0,48,48
16348,1,47.0,47,47
16349,1,7.0,7,7
16350,1,7.0,7,7
16351,1,45.0,45,45
16352,1,44.0,44,44
16353,1,29.0,29,29
16354,1,29.0,29,29
16359,1,42.0,42,42
16360,1,42.0,42,42
16381,1,61.0,61,61
16382,1,60.0,60,60
16501,1,23.0,23,23
16502,1,25.0,25,25
16505,1,32.0,32,32
16506,1,31.0,31,31
16507,1,44.0,44,44
16508,1,43.0,43,43
16515,1,20.0,20,20
16516,1,20.0,20,20
16517,1,18.0,18,18
16518,1,18.0,18,18
16519,1,14.0,14,14
16520,1,13.0,13,13
16521,1,6.0,6,6
16522,1,6.0,6,6
16523,1,12.0,12,12
16524,1,12.0,12,12
16525,1,44.0,44,44
16526,1,47.0,47,47
16527,1,16.0,16,16
16528,1,16.0,16,16
16531,1,36.0,36,36
16532,1,36.0,36,36
16533,1,28.0,28,28
16534,1,28.0,28,28
16535,1,30.0,30,30
16536,1,30.0,30,30
16557,1,7.0,7,7
16558,1,7.0,7,7
16565,1,18.0,18,18
16566,1,18.0,18,18
16569,1,13.0,13,13
16570,1,13.0,13,13
16571,1,16.0,16,16
16572,1,16.0,16,16
16573,1,8.0,8,8
16574,1,8.0,8,8
16575,1,12.0,12,12
16576,1,12.0,12,12
16577,1,10.0,10,10
16578,1,10.0,10,10
16579,1,7.0,7,7
16580,1,7.0,7,7
16581,1,8.0,8,8
16582,1,8.0,8,8
16587,1,33.0,33,33
16588,1,32.0,32,32
16589,1,28.0,28,28
16590,1,28.0,28,28
16591,1,28.0,28,28
16592,1,28.0,28,28
16593,1,41.0,41,41
16594,1,41.0,41,41
16603,1,30.0,30,30
16604,1,29.0,29,29
16605,1,39.0,39,39
16606,1,39.0,39,39
16613,1,33.0,33,33
16614,1,34.0,34,34
16615,1,8.0,8,8
16616,1,7.0,7,7
16617,1,15.0,15,15
16618,1,13.0,13,13
16629,1,52.0,52,52
16630,1,52.0,52,52
16649,1,50.0,50,50
16650,1,48.0,48,48
16687,1,61.0,61,61
16688,1,65.0,65,65
16723,1,29.0,29,29
16724,1,30.0,30,30
16733,1,40.0,40,40
16734,1,40.0,40,40
16779,1,21.0,21,21
16780,1,21.0,21,21
16787,1,9.0,9,9
16788,1,9.0,9,9
16790,1,9.0,9,9
16791,1,27.0,27,27
16792,1,27.0,27,27
16793,1,18.0,18,18
16794,1,18.0,18,18
16853,1,17.0,17,17
16854,1,17.0,17,17
16855,1,21.0,21,21
16856,1,21.0,21,21
16857,1,17.0,17,17
16858,1,17.0,17,17
16859,1,50.0,50,50
16860,1,51.0,51,51
16861,1,21.0,21,21
16862,1,21.0,21,21
16863,1,41.0,41,41
16864,1,40.0,40,40
17001,1,23.0,23,23
